visit_date,sex,age,client_type,service_received,timeliness,client_handling,quality_of_service,overall_satisfaction,comment,label
2026-04-10,Male,52,City Government Employee,Vital signs screening,1,2,1,1,Disappointed ako sa naging transaction. Matagal bago may sumagot sa concern ko sa counter. Hindi straightforward yung process at maraming unnecessary na tanong.,negative
2026-03-15,Male,37,City Government Employee,Laboratory request,2,3,3,3,"Decent naman yung naging service. Maayos kausap yung staff, pero may konting waiting time sa pagitan ng steps. Sana mas mabilis nang kaunti sa susunod.",neutral
2026-03-15,Female,59,Pasigueño,Family planning consultation,2,3,2,2,"Regarding sa consultation, halos walang movement yung pila for a long time. Hindi professional yung tono ng pakikipag-usap sa akin. Marami pang kailangang i-improve.",negative
2026-05-25,Female,39,Pasigueño,Maternal health consultation,3,3,4,3,"Okay naman yung customer handling at natapos naman yung kailangan ko. Ang napansin ko lang, may konting kalituhan sa sequence ng pila. Sana lang mas maging consistent next time.",neutral
2026-01-05,Female,34,Non-Pasigueño,Vital signs screening,4,3,3,4,Maayos at organized yung naging service. Dire-diretso yung process kaya hindi nasayang yung oras ko. Sana ma-maintain yung ganitong sistema.,positive
2026-01-31,Male,61,Pasigueño,Nutrition counseling,4,3,2,3,"Kulang lang ng mas malinaw na signage, pero kumpleto naman yung information na binigay naman. Sana lang mas maging consistent next time.",neutral
2026-05-14,Female,60,Pasigueño,Maternal health consultation,3,3,3,3,"Sa part ng maternal health service, okay naman. Hindi naman ako pinabalik para sa kulang na requirement, although may konting waiting time sa pagitan ng steps. Pwede pang ayusin nang konti yung flow.",neutral
2026-05-22,Male,58,Pasigueño,Maternal health consultation,2,2,1,2,Parang ayaw sumagot nung staff sa follow-up question ko. Iba-iba yung instruction na nakuha ko sa bawat counter. Sana mabigyan ito ng action.,negative
2026-07-30,Female,40,Pasigueño,Referral assistance,2,1,1,1,Hindi naging convenient yung transaction ko. Kulang sa courtesy yung naging assistance. Hindi dapat ganito katagal yung simpleng transaction.,negative
2026-06-12,Male,23,Pasigueño,Dental consultation,3,3,4,3,"Okay lang naman yung process. Regarding sa DOTS consultation, pwede pang mas mabilis yung process, pero natapos din naman at nasagot naman yung tanong ko. Manageable naman kaya okay lang.",neutral
2026-08-04,Male,33,Pasigueño,Vital signs screening,1,1,2,1,Sana ma-review yung process kasi nahirapan talaga ako. Halos walang movement yung pila for a long time. Parang minamadali ako kahit hindi ko pa naiintindihan yung instruction. Kailangan talagang pagbutihin yung service.,negative
2026-08-06,Female,33,City Government Employee,Referral assistance,3,3,4,3,"Para sa nutrition counseling, natapos naman nang maayos. Helpful naman yung nasa counter; may konting delay sa pila lang. Sana mas mabilis nang kaunti sa susunod.",neutral
2026-05-19,Male,31,Pasigueño,Wound care/dressing,1,2,2,2,Stressful yung naging transaction ko. Matagal akong nakaupo bago may nag-assist sa akin. Walang maayos na direction kung ano yung next step.,negative
2026-06-30,Female,26,Pasigueño,Health card/clearance,4,3,2,3,"Sa consultation process mismo, okay naman. Hindi naman ako pinabalik para sa kulang na requirement, although medyo masikip lang sa waiting area. Hindi naman siya malaking issue para sa akin.",neutral
2026-02-13,Female,52,Non-Pasigueño,Medical certificate,2,3,4,3,"Nakuha ko naman agad yung tamang form at natapos naman yung kailangan ko. Ang napansin ko lang, may konting delay sa pila. Okay naman basta may konting improvement.",neutral
2026-02-12,Male,40,City Government Employee,Immunization/Vaccination,3,2,2,2,"Para sa immunization, pinaghintay ako nang matagal nang walang explanation kung bakit. Hindi consistent yung assistance at iba-iba yung sinasabi ng staff. Sana magkaroon ng clearer instructions at mas maayos na pila.",negative
2026-07-22,Female,45,Pasigueño,Wound care/dressing,1,1,1,1,"Yung consultation process ko, paulit-ulit akong naghintay sa magkakaibang counter. Hindi consistent yung assistance at iba-iba yung sinasabi ng staff. Hindi dapat ganito katagal yung simpleng transaction.",negative
2026-02-13,Male,31,City Government Employee,Pharmacy/medicine assistance,3,3,3,3,"May good parts naman yung service pero may konting inconvenience. Maayos naman yung pag-check ng documents. Siguro ang pwede lang ayusin, may konting delay pero manageable naman. Sana lang mas maging consistent next time.",neutral
2026-03-06,Male,44,Pasigueño,Family planning consultation,2,3,4,3,"Friendly naman yung nag-assist at natapos naman yung kailangan ko. Ang napansin ko lang, mas okay sana kung mas visible yung instructions. Manageable naman kaya okay lang.",neutral
2026-01-07,Male,43,City Government Employee,Medical certificate,3,4,4,4,Wala naman akong naging problema sa pag-process. Clear yung directions at hindi ako nalito sa process. Magalang at approachable yung staff na nakausap ko. Sana ma-maintain yung ganitong sistema.,positive
2026-07-09,Female,53,City Government Employee,Vital signs screening,4,3,3,3,"Okay naman overall, may ilang minor issue lang. Okay naman yung flow kapag ikaw na yung nasa counter, pero may konting kalituhan sa sequence ng pila. Nothing serious, pero noticeable lang.",neutral
2026-07-23,Male,37,Pasigueño,Wound care/dressing,4,4,4,4,"Regarding sa family planning consultation, kompleto yung information na binigay sa counter. Nasunod naman agad yung sequence ng pila. Nakakagaan kapag ganito kaayos yung serbisyo.",positive
2026-05-01,Male,32,Pasigueño,Wound care/dressing,4,4,4,3,Maayos yung naging experience ko today. Maayos ang explanation kaya walang naging aberya. Very accommodating yung nag-assist sa akin. Salamat sa maayos na assistance.,positive
2026-07-24,Female,37,Pasigueño,Dental consultation,2,2,3,2,"Nung nag-process ako ng pagpapa-dental, parang walang clear system sa pagtawag kaya mabagal ang pila. Parang ayaw sumagot nung staff sa follow-up question ko. Sana magkaroon ng clearer instructions at mas maayos na pila.",negative
2026-02-15,Female,36,Pasigueño,Dental consultation,3,3,2,3,"Average lang yung experience ko. Nakuha ko naman agad yung tamang form, pero pwede pang mas mabilis yung process. Sakto lang, neither good nor bad.",neutral
2026-03-07,Female,24,Pasigueño,Immunization/Vaccination,3,4,3,3,"Sa medical certificate mismo, natapos naman nang maayos. Nakuha ko naman agad yung tamang form; medyo matagal lang bago natawag yung number ko lang. May konting inconvenience pero natapos din naman.",neutral
2026-07-28,Female,33,Non-Pasigueño,Health card/clearance,4,3,3,4,Ayos yung flow ng transaction ko. Nasunod naman agad yung sequence ng pila. Nakakagaan kapag ganito kaayos yung serbisyo.,positive
2026-07-17,Male,28,Pasigueño,Pharmacy/medicine assistance,4,3,3,4,"Sa part ng pagpapatingin, malinaw yung instructions kaya alam ko agad kung ano ang susunod. Hindi ako pinaghintay nang matagal bago maasikaso. Sana ganito lagi yung serbisyo.",positive
2026-03-06,Female,36,Non-Pasigueño,Health card/clearance,4,4,3,4,Satisfied ako sa naging transaction ko. Malinaw yung instructions kaya alam ko agad kung ano ang susunod. Friendly naman yung nasa counter at hindi nakaka-intimidate magtanong. Overall smooth at convenient.,positive
2026-07-11,Male,31,Pasigueño,TB/DOTS consultation,3,4,2,3,"May konting kalituhan sa sequence ng pila, pero straightforward naman yung requirements naman. Nothing serious, pero noticeable lang.",neutral
2026-02-13,Female,47,Pasigueño,TB/DOTS consultation,4,3,4,4,Mabilis akong nakapag-asikaso nung pumunta ako. Maayos yung queue kaya hindi nakakainip yung paghihintay. Keep up the good service.,positive
2026-03-02,Female,49,Pasigueño,TB/DOTS consultation,3,4,4,4,"Yung maternal health service ko, may initiative silang i-guide ako kung saan susunod. Hindi ako pinaghintay nang matagal bago maasikaso.",positive
2026-05-15,Male,45,Pasigueño,TB/DOTS consultation,2,3,2,2,Hindi ako satisfied sa naging assistance. Mas maayos sana kung mas respectful yung pakikitungo sa clients. I hope maayos ito sa susunod.,negative
2026-06-27,Male,49,Pasigueño,Medical certificate,4,3,3,3,"Sa part ng laboratory request, maayos naman yung pag-check ng documents, kaso kulang lang ng mas malinaw na signage. May room for improvement pero acceptable naman.",neutral
2026-06-26,Female,42,Pasigueño,Health card/clearance,2,2,3,2,Hindi ko nagustuhan yung naging flow ng service. Kulang yung explanation kaya napabalik pa ako. Marami pang kailangang i-improve.,negative
2026-02-08,Male,36,Pasigueño,Nutrition counseling,4,4,3,4,"Maayos ang explanation kaya walang naging aberya. Okay yung attitude ng staff, polite at helpful. Babalik ako nang hindi nag-aalala kung kailangan ulit.",positive
2026-06-28,Female,42,City Government Employee,Family planning consultation,4,3,4,4,"Sa immunization mismo, simple at understandable yung explanation ng process. Maayos ang pila at mabilis yung galaw sa counter. Okay na okay para sa akin.",positive
2026-07-14,Male,31,Pasigueño,Vital signs screening,2,3,3,3,"Maayos naman yung pag-check ng documents at natapos naman yung kailangan ko. Ang napansin ko lang, hindi agad malinaw kung saan kukunin yung form. Sana lang mas maging consistent next time.",neutral
2026-01-12,Female,62,Non-Pasigueño,Pharmacy/medicine assistance,2,3,2,2,"Sa health card process mismo, ang tagal ng checking kahit kumpleto naman yung dala ko. Hindi maganda yung tono ng staff nung nagtanong ako. Sana ma-review yung workflow at customer service.",negative
2026-08-09,Male,58,Pasigueño,Vital signs screening,4,4,3,4,"Sa medicine assistance mismo, mabilis umusad yung pila kahit may ibang clients. Kompleto yung information na binigay sa counter. Nakakagaan kapag ganito kaayos yung serbisyo.",positive
2026-01-13,Female,32,Pasigueño,TB/DOTS consultation,2,2,2,2,"Nung nag-process ako ng vital signs check, parang ayaw sumagot nung staff sa follow-up question ko. Matagal bago may sumagot sa concern ko sa counter. Kailangan talagang pagbutihin yung service.",negative
2026-06-10,Male,41,Pasigueño,Health card/clearance,3,3,4,4,Good experience overall. Mabilis nila na-process yung request ko. Maayos yung pakikitungo sa akin mula umpisa hanggang matapos.,positive
2026-03-16,Female,37,Pasigueño,Nutrition counseling,4,3,3,3,"Okay lang naman yung process. Kumpleto naman yung information na binigay. Siguro ang pwede lang ayusin, may konting waiting time sa pagitan ng steps. Sakto lang, neither good nor bad.",neutral
2026-03-14,Female,47,Non-Pasigueño,Family planning consultation,3,4,3,4,Hindi minadali yung pag-assist sa akin. Kompleto yung information na binigay sa counter. Wala akong reklamo sa naging service.,positive
2026-05-02,Female,43,Pasigueño,Nutrition counseling,2,2,2,2,Hindi visible yung process kaya kailangan pang magtanong nang paulit-ulit. Hindi organized yung queue kaya mas humaba yung paghihintay. Sana ayusin yung system para hindi maulit sa ibang client.,negative
2026-07-25,Male,27,Pasigueño,Maternal health consultation,2,1,1,1,Mas matagal at mas magulo kaysa sa inaasahan ko. Masyadong dismissive yung sagot sa concern ko. Sana ma-review yung workflow at customer service.,negative
2026-06-17,Female,33,Pasigueño,Immunization/Vaccination,4,4,3,4,Hindi minadali yung pag-assist sa akin. Alam ko agad kung saan pupunta dahil malinaw yung instructions. Babalik ako nang hindi nag-aalala kung kailangan ulit.,positive
2026-01-07,Male,28,Non-Pasigueño,Maternal health consultation,4,4,4,4,"Yung vital signs check ko, efficient yung pila at hindi magulo yung tawagan. Hindi ako kinailangang magtanong nang paulit-ulit. Sana ganito lagi yung serbisyo.",positive
2026-06-17,Male,37,Pasigueño,Maternal health consultation,1,1,1,1,"Kulang yung explanation kaya napabalik pa ako. Mabagal na nga yung pila, ilang beses pa akong pinabalik sa ibang counter. Sana mas organized at respectful next time.",negative
2026-06-17,Female,70,Pasigueño,Health card/clearance,3,4,3,3,"Neutral lang ako sa experience ko. Helpful naman yung nasa counter. Siguro ang pwede lang ayusin, hindi agad malinaw kung saan kukunin yung form. Fair lang yung rating ko.",neutral
2026-05-05,Female,28,City Government Employee,Maternal health consultation,4,3,3,4,Maaga akong natapos kaya okay yung experience ko. Nasunod naman agad yung sequence ng pila. Overall smooth at convenient.,positive
2026-03-06,Male,24,Non-Pasigueño,Laboratory request,3,4,4,4,Maayos ang explanation kaya walang naging aberya. Professional kausap yung staff at mahinahon sumagot. Babalik ako nang hindi nag-aalala kung kailangan ulit.,positive
2026-07-06,Female,31,Pasigueño,Health card/clearance,3,2,2,2,Masyadong dismissive yung sagot sa concern ko. Hindi malinaw kung saan dapat pumila at saan magsisimula. Please improve the process and client handling.,negative
2026-03-16,Female,62,Pasigueño,Nutrition counseling,2,2,1,2,"Regarding sa request para sa laboratory, masyadong mahaba yung waiting time para sa simpleng transaction. Hindi ako nabigyan ng maayos na explanation nung may concern ako. Sana mas organized at respectful next time.",negative
2026-01-22,Male,28,City Government Employee,Family planning consultation,1,2,1,1,Hindi ako satisfied sa naging assistance. Hindi patient mag-explain yung staff. Sana mabigyan ito ng action.,negative
2026-02-17,Male,45,City Government Employee,Family planning consultation,4,4,4,3,Naging convenient yung process para sa akin. Hindi pabalik-balik kaya mabilis matapos yung transaction. Patient mag-explain yung staff kahit may follow-up questions ako.,positive
2026-04-26,Male,29,Pasigueño,Family planning consultation,4,3,4,4,"Smooth naman yung naging punta ko sa health office. Efficient yung pila at hindi magulo yung tawagan. Overall, satisfied ako.",positive
2026-07-29,Male,21,Pasigueño,Maternal health consultation,3,2,3,3,"Sa pagpapa-dental mismo, maayos naman yung actual service, kaso medyo matagal lang bago natawag yung number ko. Hindi naman siya malaking issue para sa akin.",neutral
2026-06-19,Female,60,City Government Employee,Animal bite treatment,3,2,2,2,"Para sa screening, ang bagal ng usad ng pila at walang malinaw na update. Kulang sa courtesy yung naging assistance. Sana ayusin yung system para hindi maulit sa ibang client.",negative
